item,idx,hypernym_pred,negative_pred,hypernym_yes,negative_yes
1,1,No,No,0.26781079173088074,0.24481810629367828
1,2,No,No,0.26781079173088074,0.2561699450016022
1,3,No,No,0.26781079173088074,0.2615817189216614
1,4,No,No,0.26781079173088074,0.25935596227645874
2,5,No,No,0.2941935062408447,0.2743643820285797
2,6,No,No,0.2941935062408447,0.2539166510105133
2,7,No,No,0.2941935062408447,0.25906863808631897
2,8,No,No,0.2941935062408447,0.2770534157752991
3,9,No,No,0.34206295013427734,0.31966888904571533
3,10,No,No,0.34206295013427734,0.3520353436470032
3,11,No,No,0.34206295013427734,0.34945985674858093
3,12,No,No,0.34206295013427734,0.34230369329452515
4,13,No,No,0.27959924936294556,0.2613806128501892
4,14,No,No,0.27959924936294556,0.26096847653388977
4,15,No,No,0.27959924936294556,0.2567252218723297
4,16,No,No,0.27959924936294556,0.2464965432882309
5,17,No,No,0.27441805601119995,0.2501510679721832
5,18,No,No,0.27441805601119995,0.2641211748123169
5,19,No,No,0.27441805601119995,0.286374032497406
5,20,No,No,0.27441805601119995,0.25769278407096863
6,21,No,No,0.23826934397220612,0.2611279785633087
6,22,No,No,0.23826934397220612,0.28829097747802734
6,23,No,No,0.23826934397220612,0.2825446128845215
6,24,No,No,0.23826934397220612,0.2720595896244049
7,25,No,No,0.25549671053886414,0.2968984544277191
7,26,No,No,0.25549671053886414,0.26333022117614746
7,27,No,No,0.25549671053886414,0.2925672233104706
7,28,No,No,0.25549671053886414,0.2724685072898865
8,29,No,No,0.28454747796058655,0.26964271068573
8,30,No,No,0.28454747796058655,0.2901042401790619
8,31,No,No,0.28454747796058655,0.27422836422920227
8,32,No,No,0.28454747796058655,0.28496983647346497
9,33,No,No,0.2915712893009186,0.26048266887664795
9,34,No,No,0.2915712893009186,0.24983730912208557
9,35,No,No,0.2915712893009186,0.2575128674507141
9,36,No,No,0.2915712893009186,0.26236051321029663
10,37,No,No,0.28789022564888,0.27412164211273193
10,38,No,No,0.28789022564888,0.2575128674507141
10,39,No,No,0.28789022564888,0.25919023156166077
10,40,No,No,0.28789022564888,0.2807244062423706
11,41,No,No,0.32694968581199646,0.25486987829208374
11,42,No,No,0.32694968581199646,0.2607477009296417
11,43,No,No,0.32694968581199646,0.2524929344654083
11,44,No,No,0.32694968581199646,0.24854199588298798
12,45,No,No,0.27949172258377075,0.24914886057376862
12,46,No,No,0.27949172258377075,0.27325668931007385
12,47,No,No,0.27949172258377075,0.2708342373371124
12,48,No,No,0.27949172258377075,0.2503352463245392
13,49,No,No,0.269991397857666,0.28269439935684204
13,50,No,No,0.269991397857666,0.2311916947364807
13,51,No,No,0.269991397857666,0.2762153446674347
13,52,No,No,0.269991397857666,0.27144119143486023
14,53,No,No,0.3061908483505249,0.27900585532188416
14,54,No,No,0.3061908483505249,0.3464995324611664
14,55,No,No,0.3061908483505249,0.2883702218532562
14,56,No,No,0.3061908483505249,0.3340258300304413
15,57,No,No,0.3211939334869385,0.39029568433761597
15,58,No,No,0.3211939334869385,0.2753373086452484
15,59,No,No,0.3211939334869385,0.2909448444843292
15,60,No,No,0.3211939334869385,0.3027220070362091
16,61,No,No,0.31987833976745605,0.3050461411476135
16,62,No,No,0.31987833976745605,0.29034939408302307
16,63,No,No,0.31987833976745605,0.3432641625404358
16,64,No,No,0.31987833976745605,0.2946908175945282
17,65,No,No,0.38424354791641235,0.3427410423755646
17,66,No,No,0.38424354791641235,0.36764228343963623
17,67,No,No,0.38424354791641235,0.3614424467086792
17,68,No,No,0.38424354791641235,0.3476580083370209
18,69,No,No,0.27843937277793884,0.2381591796875
18,70,No,No,0.27843937277793884,0.2547951340675354
18,71,No,No,0.27843937277793884,0.2708317041397095
18,72,No,No,0.27843937277793884,0.22464820742607117
19,73,No,No,0.2976189851760864,0.30789634585380554
19,74,No,No,0.2976189851760864,0.2850538492202759
19,75,No,No,0.2976189851760864,0.2819634974002838
19,76,No,No,0.2976189851760864,0.2843083441257477
20,77,No,No,0.28475141525268555,0.29490014910697937
20,78,No,No,0.28475141525268555,0.3191375136375427
20,79,No,No,0.28475141525268555,0.3103662133216858
20,80,No,No,0.28475141525268555,0.2691132426261902
21,81,No,No,0.24246647953987122,0.2557147741317749
21,82,No,No,0.24246647953987122,0.27546826004981995
21,83,No,No,0.24246647953987122,0.2480708807706833
21,84,No,No,0.24246647953987122,0.2774196267127991
22,85,No,No,0.2628563344478607,0.27136269211769104
22,86,No,No,0.2628563344478607,0.2476559728384018
22,87,No,No,0.2628563344478607,0.280479371547699
22,88,No,No,0.2628563344478607,0.2624959349632263
23,89,No,No,0.34643712639808655,0.35191774368286133
23,90,No,No,0.34643712639808655,0.32711586356163025
23,91,No,No,0.34643712639808655,0.3840377926826477
23,92,No,No,0.34643712639808655,0.3553578853607178
24,93,No,No,0.3220963180065155,0.2986907958984375
24,94,No,No,0.3220963180065155,0.3048383295536041
24,95,No,No,0.3220963180065155,0.32821202278137207
24,96,No,No,0.3220963180065155,0.31265488266944885
25,97,No,No,0.23884007334709167,0.23568379878997803
25,98,No,No,0.23884007334709167,0.22930602729320526
25,99,No,No,0.23884007334709167,0.2533479332923889
25,100,No,No,0.23884007334709167,0.23475095629692078
26,101,No,No,0.2549535930156708,0.2457393854856491
26,102,No,No,0.2549535930156708,0.23803254961967468
26,103,No,No,0.2549535930156708,0.24716313183307648
26,104,No,No,0.2549535930156708,0.25655069947242737
27,105,No,No,0.24054904282093048,0.22807133197784424
27,106,No,No,0.24054904282093048,0.2202051430940628
27,107,No,No,0.24054904282093048,0.23568379878997803
27,108,No,No,0.24054904282093048,0.25134918093681335
28,109,No,No,0.25835880637168884,0.22162623703479767
28,110,No,No,0.25835880637168884,0.2571890354156494
28,111,No,No,0.25835880637168884,0.22812917828559875
28,112,No,No,0.25835880637168884,0.24326570332050323
29,113,No,No,0.2738725543022156,0.2929115891456604
29,114,No,No,0.2738725543022156,0.28055712580680847
29,115,No,No,0.2738725543022156,0.26361945271492004
29,116,No,No,0.2738725543022156,0.32256385684013367
30,117,No,No,0.2754831910133362,0.3054839074611664
30,118,No,No,0.2754831910133362,0.25583842396736145
30,119,No,No,0.2754831910133362,0.32044902443885803
30,120,No,No,0.2754831910133362,0.27830761671066284
31,121,No,No,0.3034217059612274,0.30476513504981995
31,122,No,No,0.3034217059612274,0.26506972312927246
31,123,No,No,0.3034217059612274,0.25583842396736145
31,124,No,No,0.3034217059612274,0.2601235806941986
32,125,No,No,0.3141750991344452,0.24874041974544525
32,126,No,No,0.3141750991344452,0.2855191230773926
32,127,No,No,0.3141750991344452,0.3075140714645386
32,128,No,No,0.3141750991344452,0.3089440166950226
33,129,No,No,0.2848237454891205,0.28351449966430664
33,130,No,No,0.2848237454891205,0.3145832419395447
33,131,No,No,0.2848237454891205,0.28342539072036743
33,132,No,No,0.2848237454891205,0.2807728052139282
34,133,No,No,0.36328402161598206,0.33392664790153503
34,134,No,No,0.36328402161598206,0.3298380970954895
34,135,No,No,0.36328402161598206,0.3492257595062256
34,136,No,No,0.36328402161598206,0.34108462929725647
35,137,No,No,0.3391324579715729,0.3402528166770935
35,138,No,No,0.3391324579715729,0.35600805282592773
35,139,No,No,0.3391324579715729,0.34922823309898376
35,140,No,No,0.3391324579715729,0.3339259922504425
36,141,No,No,0.3814544081687927,0.32040679454803467
36,142,No,No,0.3814544081687927,0.3588320314884186
36,143,No,No,0.3814544081687927,0.31597620248794556
36,144,No,No,0.3814544081687927,0.3693556487560272
37,145,No,No,0.30016881227493286,0.3115471303462982
37,146,No,No,0.30016881227493286,0.2809239625930786
37,147,No,No,0.30016881227493286,0.33645233511924744
37,148,No,No,0.30016881227493286,0.2768191993236542
38,149,No,No,0.28234782814979553,0.30289986729621887
