item,idx,hypernym_pred,negative_pred,hypernym_yes,negative_yes
1,1,Yes,Yes,0.5180776119232178,0.5090396404266357
1,2,Yes,No,0.5180776119232178,0.5001468062400818
1,3,Yes,No,0.5180776119232178,0.48651546239852905
1,4,Yes,No,0.5180776119232178,0.5014134049415588
2,5,Yes,No,0.529048502445221,0.4612405002117157
2,6,Yes,No,0.529048502445221,0.47378039360046387
2,7,Yes,Yes,0.529048502445221,0.5073335766792297
2,8,Yes,Yes,0.529048502445221,0.5497892498970032
3,9,No,No,0.44688811898231506,0.4724588394165039
3,10,No,No,0.44688811898231506,0.424623042345047
3,11,No,No,0.44688811898231506,0.4131986200809479
3,12,No,No,0.44688811898231506,0.4917793273925781
4,13,Yes,No,0.5178572535514832,0.46689438819885254
4,14,Yes,Yes,0.5178572535514832,0.5071309804916382
4,15,Yes,Yes,0.5178572535514832,0.5347225069999695
4,16,Yes,No,0.5178572535514832,0.47820237278938293
5,17,No,No,0.47969815135002136,0.4374678432941437
5,18,No,Yes,0.47969815135002136,0.5189676284790039
5,19,No,No,0.47969815135002136,0.4936060309410095
5,20,No,No,0.47969815135002136,0.4557633101940155
6,21,No,No,0.4437575042247772,0.4088681936264038
6,22,No,Yes,0.4437575042247772,0.5054523944854736
6,23,No,No,0.4437575042247772,0.47971946001052856
6,24,No,No,0.4437575042247772,0.5002780556678772
7,25,No,No,0.43210598826408386,0.42533430457115173
7,26,No,No,0.43210598826408386,0.3803841173648834
7,27,No,No,0.43210598826408386,0.48283660411834717
7,28,No,No,0.43210598826408386,0.48505181074142456
8,29,No,No,0.47780686616897583,0.4127809703350067
8,30,No,No,0.47780686616897583,0.4706631004810333
8,31,No,No,0.47780686616897583,0.46338194608688354
8,32,No,No,0.47780686616897583,0.45962047576904297
9,33,Yes,Yes,0.613410472869873,0.6011546850204468
9,34,Yes,Yes,0.613410472869873,0.6275106072425842
9,35,Yes,Yes,0.613410472869873,0.6112927198410034
9,36,Yes,Yes,0.613410472869873,0.5580399632453918
10,37,Yes,Yes,0.6178614497184753,0.602397084236145
10,38,Yes,Yes,0.6178614497184753,0.6112927198410034
10,39,Yes,Yes,0.6178614497184753,0.5194193124771118
10,40,Yes,Yes,0.6178614497184753,0.5793553590774536
11,41,Yes,Yes,0.6464296579360962,0.5169374346733093
11,42,Yes,Yes,0.6464296579360962,0.5979616045951843
11,43,Yes,Yes,0.6464296579360962,0.5475594401359558
11,44,Yes,Yes,0.6464296579360962,0.5343175530433655
12,45,Yes,No,0.5200647115707397,0.4848340153694153
12,46,Yes,Yes,0.5200647115707397,0.5059258937835693
12,47,Yes,No,0.5200647115707397,0.5030030012130737
12,48,Yes,Yes,0.5200647115707397,0.5058813095092773
13,49,Yes,Yes,0.5249983668327332,0.5084370374679565
13,50,Yes,No,0.5249983668327332,0.47562000155448914
13,51,Yes,Yes,0.5249983668327332,0.5055301189422607
13,52,Yes,Yes,0.5249983668327332,0.5069949626922607
14,53,No,No,0.4698294699192047,0.4833362400531769
14,54,No,No,0.4698294699192047,0.49710217118263245
14,55,No,Yes,0.4698294699192047,0.5380291938781738
14,56,No,No,0.4698294699192047,0.4730459153652191
15,57,Yes,Yes,0.5241854786872864,0.5932925939559937
15,58,Yes,No,0.5241854786872864,0.4491274058818817
15,59,Yes,Yes,0.5241854786872864,0.5290576219558716
15,60,Yes,No,0.5241854786872864,0.4863899052143097
16,61,No,No,0.48099619150161743,0.44851812720298767
16,62,No,No,0.48099619150161743,0.4568835496902466
16,63,No,No,0.48099619150161743,0.4948202073574066
16,64,No,No,0.48099619150161743,0.4620596766471863
17,65,Yes,Yes,0.5420690178871155,0.529076099395752
17,66,Yes,Yes,0.5420690178871155,0.5324279069900513
17,67,Yes,Yes,0.5420690178871155,0.5114042162895203
17,68,Yes,Yes,0.5420690178871155,0.5453828573226929
18,69,Yes,Yes,0.5627312660217285,0.5365927815437317
18,70,Yes,Yes,0.5627312660217285,0.5155329704284668
18,71,Yes,Yes,0.5627312660217285,0.5963687300682068
18,72,Yes,No,0.5627312660217285,0.459371954202652
19,73,Yes,Yes,0.5709038376808167,0.509916365146637
19,74,Yes,No,0.5709038376808167,0.4826301038265228
19,75,Yes,No,0.5709038376808167,0.47350218892097473
19,76,Yes,Yes,0.5709038376808167,0.5235947966575623
20,77,Yes,Yes,0.5292820930480957,0.5306585431098938
20,78,Yes,Yes,0.5292820930480957,0.5181059241294861
20,79,Yes,Yes,0.5292820930480957,0.5440376996994019
20,80,Yes,Yes,0.5292820930480957,0.5175424814224243
21,81,Yes,Yes,0.5603570938110352,0.5801934599876404
21,82,Yes,Yes,0.5603570938110352,0.5111207365989685
21,83,Yes,Yes,0.5603570938110352,0.5157219767570496
21,84,Yes,Yes,0.5603570938110352,0.5346188545227051
22,85,Yes,Yes,0.5787767767906189,0.5366644859313965
22,86,Yes,Yes,0.5787767767906189,0.5138447880744934
22,87,Yes,Yes,0.5787767767906189,0.5513055920600891
22,88,Yes,Yes,0.5787767767906189,0.5304281115531921
23,89,No,No,0.5009137392044067,0.455356627702713
23,90,No,No,0.5009137392044067,0.46562695503234863
23,91,No,Yes,0.5009137392044067,0.5146808624267578
23,92,No,No,0.5009137392044067,0.44266965985298157
24,93,Yes,Yes,0.6077333092689514,0.5758289098739624
24,94,Yes,Yes,0.6077333092689514,0.5669432878494263
24,95,Yes,Yes,0.6077333092689514,0.5698909163475037
24,96,Yes,Yes,0.6077333092689514,0.5940812826156616
25,97,Yes,No,0.5126648545265198,0.46955978870391846
25,98,Yes,Yes,0.5126648545265198,0.5167341828346252
25,99,Yes,No,0.5126648545265198,0.44606512784957886
25,100,Yes,Yes,0.5126648545265198,0.5249677300453186
26,101,No,Yes,0.5004001259803772,0.5360252857208252
26,102,No,Yes,0.5004001259803772,0.5273496508598328
26,103,No,No,0.5004001259803772,0.5033673048019409
26,104,No,No,0.5004001259803772,0.5021432638168335
27,105,No,No,0.4675309956073761,0.4368368983268738
27,106,No,Yes,0.4675309956073761,0.514668881893158
27,107,No,No,0.4675309956073761,0.46955978870391846
27,108,No,Yes,0.4675309956073761,0.5466638803482056
28,109,No,No,0.4743182361125946,0.4726167917251587
28,110,No,No,0.4743182361125946,0.4905973970890045
28,111,No,Yes,0.4743182361125946,0.5157743096351624
28,112,No,Yes,0.4743182361125946,0.5264447927474976
29,113,No,No,0.4251471161842346,0.4887320399284363
29,114,No,No,0.4251471161842346,0.4517783224582672
29,115,No,No,0.4251471161842346,0.4097296893596649
29,116,No,No,0.4251471161842346,0.48803576827049255
30,117,No,No,0.45082369446754456,0.45587682723999023
30,118,No,No,0.45082369446754456,0.41240420937538147
30,119,No,Yes,0.45082369446754456,0.5086963772773743
30,120,No,No,0.45082369446754456,0.4574921131134033
31,121,No,No,0.4712940752506256,0.44670647382736206
31,122,No,No,0.4712940752506256,0.47570425271987915
31,123,No,No,0.4712940752506256,0.41240420937538147
31,124,No,No,0.4712940752506256,0.4419090747833252
32,125,No,No,0.45567312836647034,0.35818979144096375
32,126,No,No,0.45567312836647034,0.40329867601394653
32,127,No,No,0.45567312836647034,0.4814835488796234
32,128,No,No,0.45567312836647034,0.48741844296455383
33,129,No,No,0.4482852816581726,0.3943827450275421
33,130,No,No,0.4482852816581726,0.46557918190956116
33,131,No,No,0.4482852816581726,0.4077465534210205
33,132,No,No,0.4482852816581726,0.46831268072128296
34,133,Yes,Yes,0.5187360048294067,0.5058180093765259
34,134,Yes,No,0.5187360048294067,0.46182870864868164
34,135,Yes,Yes,0.5187360048294067,0.5388906598091125
34,136,Yes,No,0.5187360048294067,0.47839975357055664
35,137,Yes,Yes,0.5298022031784058,0.5106188654899597
35,138,Yes,Yes,0.5298022031784058,0.5092917084693909
35,139,Yes,Yes,0.5298022031784058,0.5388906598091125
35,140,Yes,Yes,0.5298022031784058,0.5058180093765259
36,141,Yes,Yes,0.5055962800979614,0.5107787847518921
36,142,Yes,Yes,0.5055962800979614,0.5027544498443604
36,143,Yes,No,0.5055962800979614,0.4926217794418335
36,144,Yes,Yes,0.5055962800979614,0.5214986801147461
37,145,No,No,0.4984855353832245,0.45286065340042114
37,146,No,No,0.4984855353832245,0.4625515043735504
37,147,No,No,0.4984855353832245,0.4844183623790741
37,148,No,No,0.4984855353832245,0.452043354511261
38,149,No,No,0.4438939094543457,0.42184939980506897
38,150,No,No,0.4438939094543457,0.4625515043735504
38,151,No,No,0.4438939094543457,0.4974685609340668
38,152,No,No,0.4438939094543457,0.38918524980545044
39,153,No,Yes,0.5002655982971191,0.5195454955101013
39,154,No,No,0.5002655982971191,0.47888270020484924
39,155,No,No,0.5002655982971191,0.45631149411201477
39,156,No,Yes,0.5002655982971191,0.5116872191429138
40,157,Yes,Yes,0.5805956125259399,0.5703230500221252
40,158,Yes,No,0.5805956125259399,0.49586501717567444
40,159,Yes,Yes,0.5805956125259399,0.5482138395309448
40,160,Yes,Yes,0.5805956125259399,0.5536869764328003
41,161,Yes,Yes,0.5320881605148315,0.5531930923461914
41,162,Yes,Yes,0.5320881605148315,0.5879226922988892
41,163,Yes,Yes,0.5320881605148315,0.5548573732376099
41,164,Yes,Yes,0.5320881605148315,0.5482138395309448
42,165,No,No,0.4552690386772156,0.4353060722351074
42,166,No,No,0.4552690386772156,0.4286995530128479
42,167,No,No,0.4552690386772156,0.4157177209854126
42,168,No,No,0.4552690386772156,0.49433833360671997
43,169,No,No,0.42714205384254456,0.46060335636138916
43,170,No,No,0.42714205384254456,0.4157177209854126
43,171,No,Yes,0.42714205384254456,0.5036365985870361
43,172,No,No,0.42714205384254456,0.4916536211967468
44,173,No,No,0.4328179359436035,0.4439786374568939
44,174,No,No,0.4328179359436035,0.43713921308517456
44,175,No,No,0.4328179359436035,0.4387536644935608
44,176,No,No,0.4328179359436035,0.45767349004745483
45,177,Yes,Yes,0.5316635370254517,0.5628487467765808
45,178,Yes,Yes,0.5316635370254517,0.5315057039260864
45,179,Yes,No,0.5316635370254517,0.47685787081718445
45,180,Yes,Yes,0.5316635370254517,0.5351001024246216
46,181,Yes,Yes,0.5488910675048828,0.5337976217269897
46,182,Yes,No,0.5488910675048828,0.4848829209804535
46,183,Yes,Yes,0.5488910675048828,0.5532259941101074
46,184,Yes,Yes,0.5488910675048828,0.5237024426460266
47,185,No,No,0.4212285280227661,0.49351197481155396
47,186,No,No,0.4212285280227661,0.4740712642669678
47,187,No,No,0.4212285280227661,0.4275006055831909
47,188,No,Yes,0.4212285280227661,0.5072023868560791
48,189,No,No,0.4581701457500458,0.46490222215652466
48,190,No,No,0.4581701457500458,0.43613067269325256
48,191,No,No,0.4581701457500458,0.46573808789253235
48,192,No,No,0.4581701457500458,0.4700978398323059
49,193,Yes,No,0.5125614404678345,0.4682683050632477
49,194,Yes,Yes,0.5125614404678345,0.5722748637199402
49,195,Yes,No,0.5125614404678345,0.4768763482570648
49,196,Yes,Yes,0.5125614404678345,0.5304084420204163
50,197,Yes,Yes,0.5181217789649963,0.5365331172943115
50,198,Yes,No,0.5181217789649963,0.450400173664093
50,199,Yes,No,0.5181217789649963,0.47348979115486145
50,200,Yes,No,0.5181217789649963,0.4856087267398834
51,201,Yes,No,0.521018385887146,0.450400173664093
51,202,Yes,No,0.521018385887146,0.4955765902996063
51,203,Yes,No,0.521018385887146,0.48864689469337463
51,204,Yes,No,0.521018385887146,0.47098308801651
52,205,No,No,0.4700334668159485,0.46212852001190186
52,206,No,No,0.4700334668159485,0.4705507457256317
52,207,No,Yes,0.4700334668159485,0.5104913115501404
52,208,No,No,0.4700334668159485,0.4527590274810791
53,209,No,No,0.46778059005737305,0.4527626931667328
53,210,No,No,0.46778059005737305,0.4788038730621338
53,211,No,No,0.46778059005737305,0.4502335786819458
53,212,No,No,0.46778059005737305,0.46961870789527893
54,213,Yes,Yes,0.6097732782363892,0.5785131454467773
54,214,Yes,Yes,0.6097732782363892,0.6091322302818298
54,215,Yes,Yes,0.6097732782363892,0.6134940981864929
54,216,Yes,Yes,0.6097732782363892,0.6090924143791199
55,217,Yes,Yes,0.5930342674255371,0.5248578190803528
55,218,Yes,Yes,0.5930342674255371,0.5482966899871826
55,219,Yes,Yes,0.5930342674255371,0.5619935393333435
55,220,Yes,Yes,0.5930342674255371,0.574262797832489
56,221,No,No,0.45310264825820923,0.4646211862564087
56,222,No,Yes,0.45310264825820923,0.5062679052352905
56,223,No,No,0.45310264825820923,0.4800897538661957
56,224,No,No,0.45310264825820923,0.4667617678642273
57,225,No,No,0.4474368095397949,0.4956301152706146
57,226,No,Yes,0.4474368095397949,0.5185236930847168
57,227,No,No,0.4474368095397949,0.42197906970977783
