item,idx,hypernym_pred,negative_pred,hypernym_yes,negative_yes
1,1,Yes,No,0.5252299308776855,0.43628358840942383
1,2,Yes,No,0.5252299308776855,0.45643913745880127
1,3,Yes,No,0.5252299308776855,0.4467059373855591
1,4,Yes,No,0.5252299308776855,0.4434318542480469
2,5,Yes,No,0.5613582730293274,0.4525967836380005
2,6,Yes,No,0.5613582730293274,0.46767348051071167
2,7,Yes,No,0.5613582730293274,0.3446725308895111
2,8,Yes,Yes,0.5613582730293274,0.4997803866863251
3,9,No,No,0.48840418457984924,0.44850748777389526
3,10,No,No,0.48840418457984924,0.3838694393634796
3,11,No,No,0.48840418457984924,0.38622525334358215
3,12,No,No,0.48840418457984924,0.47558480501174927
4,13,Yes,Yes,0.6804102659225464,0.5414303541183472
4,14,Yes,Yes,0.6804102659225464,0.618312418460846
4,15,Yes,No,0.6804102659225464,0.4483523368835449
4,16,Yes,Yes,0.6804102659225464,0.5753556489944458
5,17,Yes,No,0.6634630560874939,0.42634719610214233
5,18,Yes,No,0.6634630560874939,0.4292459785938263
5,19,Yes,No,0.6634630560874939,0.43444472551345825
5,20,Yes,Yes,0.6634630560874939,0.5569446682929993
6,21,Yes,No,0.7095147967338562,0.39883407950401306
6,22,Yes,Yes,0.7095147967338562,0.5299365520477295
6,23,Yes,No,0.7095147967338562,0.46622005105018616
6,24,Yes,No,0.7095147967338562,0.47988855838775635
7,25,Yes,No,0.5399976372718811,0.40994277596473694
7,26,Yes,No,0.5399976372718811,0.21286128461360931
7,27,Yes,No,0.5399976372718811,0.41770946979522705
7,28,Yes,No,0.5399976372718811,0.3255230784416199
8,29,Yes,No,0.5258305072784424,0.2648872435092926
8,30,Yes,No,0.5258305072784424,0.3010444641113281
8,31,Yes,No,0.5258305072784424,0.3268067538738251
8,32,Yes,No,0.5258305072784424,0.37535208463668823
9,33,Yes,No,0.5101481676101685,0.45097237825393677
9,34,Yes,No,0.5101481676101685,0.4235790967941284
9,35,Yes,No,0.5101481676101685,0.404560387134552
9,36,Yes,No,0.5101481676101685,0.4337843656539917
10,37,Yes,No,0.5139238238334656,0.44981101155281067
10,38,Yes,No,0.5139238238334656,0.404560387134552
10,39,Yes,No,0.5139238238334656,0.3803696930408478
10,40,Yes,No,0.5139238238334656,0.43711352348327637
11,41,Yes,No,0.5690445899963379,0.44737759232521057
11,42,Yes,Yes,0.5690445899963379,0.5614304542541504
11,43,Yes,No,0.5690445899963379,0.36385267972946167
11,44,Yes,Yes,0.5690445899963379,0.5247606039047241
12,45,Yes,No,0.6205862760543823,0.4571085572242737
12,46,Yes,Yes,0.6205862760543823,0.564207136631012
12,47,Yes,No,0.6205862760543823,0.4319218695163727
12,48,Yes,Yes,0.6205862760543823,0.5119072198867798
13,49,Yes,No,0.6366029381752014,0.4849937856197357
13,50,Yes,No,0.6366029381752014,0.4621509611606598
13,51,Yes,No,0.6366029381752014,0.44565272331237793
13,52,Yes,No,0.6366029381752014,0.412872314453125
14,53,Yes,No,0.5522520542144775,0.3338855803012848
14,54,Yes,No,0.5522520542144775,0.3953203558921814
14,55,Yes,No,0.5522520542144775,0.3607478737831116
14,56,Yes,No,0.5522520542144775,0.48009786009788513
15,57,Yes,No,0.5625331401824951,0.3609864115715027
15,58,Yes,No,0.5625331401824951,0.464036226272583
15,59,Yes,No,0.5625331401824951,0.4147304892539978
15,60,Yes,No,0.5625331401824951,0.3349573314189911
16,61,Yes,No,0.635040283203125,0.4778849482536316
16,62,Yes,Yes,0.635040283203125,0.5661723613739014
16,63,Yes,No,0.635040283203125,0.4744499921798706
16,64,Yes,No,0.635040283203125,0.43724703788757324
17,65,Yes,No,0.5424427390098572,0.44701534509658813
17,66,Yes,No,0.5424427390098572,0.3456721007823944
17,67,Yes,No,0.5424427390098572,0.3810752034187317
17,68,Yes,No,0.5424427390098572,0.44752195477485657
18,69,Yes,No,0.5496116280555725,0.4441773593425751
18,70,Yes,No,0.5496116280555725,0.37229734659194946
18,71,Yes,No,0.5496116280555725,0.4665205180644989
18,72,Yes,No,0.5496116280555725,0.35320818424224854
19,73,No,No,0.4912166893482208,0.35090941190719604
19,74,No,No,0.4912166893482208,0.35865384340286255
19,75,No,No,0.4912166893482208,0.33019953966140747
19,76,No,No,0.4912166893482208,0.4121602177619934
20,77,Yes,No,0.509399950504303,0.3772948682308197
20,78,Yes,No,0.509399950504303,0.33141353726387024
20,79,Yes,No,0.509399950504303,0.31720057129859924
20,80,Yes,No,0.509399950504303,0.46738529205322266
21,81,Yes,No,0.5605456233024597,0.48943501710891724
21,82,Yes,No,0.5605456233024597,0.4513157606124878
21,83,Yes,No,0.5605456233024597,0.4092945456504822
21,84,Yes,Yes,0.5605456233024597,0.5223658084869385
22,85,Yes,No,0.5707160830497742,0.4290379285812378
22,86,Yes,No,0.5707160830497742,0.3555518388748169
22,87,Yes,No,0.5707160830497742,0.45586177706718445
22,88,Yes,No,0.5707160830497742,0.423863023519516
23,89,Yes,No,0.5673652291297913,0.44125235080718994
23,90,Yes,No,0.5673652291297913,0.4504221975803375
23,91,Yes,No,0.5673652291297913,0.4069311022758484
23,92,Yes,No,0.5673652291297913,0.466142475605011
24,93,Yes,No,0.6607638001441956,0.49718376994132996
24,94,Yes,No,0.6607638001441956,0.45715728402137756
24,95,Yes,Yes,0.6607638001441956,0.5430055260658264
24,96,Yes,No,0.6607638001441956,0.4632869064807892
25,97,Yes,No,0.5231634378433228,0.4464140236377716
25,98,Yes,No,0.5231634378433228,0.48819786310195923
25,99,Yes,No,0.5231634378433228,0.48804670572280884
25,100,Yes,Yes,0.5231634378433228,0.5202427506446838
26,101,Yes,No,0.55161052942276,0.463168203830719
26,102,Yes,Yes,0.55161052942276,0.520086407661438
26,103,Yes,No,0.55161052942276,0.4375350773334503
26,104,Yes,No,0.55161052942276,0.46986252069473267
27,105,Yes,No,0.5673271417617798,0.43735915422439575
27,106,Yes,Yes,0.5673271417617798,0.5252674221992493
27,107,Yes,No,0.5673271417617798,0.4464140236377716
27,108,Yes,No,0.5673271417617798,0.39154738187789917
28,109,Yes,No,0.5698435306549072,0.3989235460758209
28,110,Yes,No,0.5698435306549072,0.4332510828971863
28,111,Yes,No,0.5698435306549072,0.4750339984893799
28,112,Yes,No,0.5698435306549072,0.4674556851387024
29,113,Yes,No,0.5907909870147705,0.4895275831222534
29,114,Yes,No,0.5907909870147705,0.4712383449077606
29,115,Yes,No,0.5907909870147705,0.41619598865509033
29,116,Yes,No,0.5907909870147705,0.492766410112381
30,117,Yes,No,0.6300322413444519,0.38803455233573914
30,118,Yes,Yes,0.6300322413444519,0.5251596570014954
30,119,Yes,No,0.6300322413444519,0.4543760418891907
30,120,Yes,Yes,0.6300322413444519,0.5094802975654602
31,121,Yes,Yes,0.6200311183929443,0.51722252368927
