item,label,p_yes
1,Yes,0.7621814012527466
2,Yes,0.7618237137794495
3,Yes,0.7529665231704712
4,Yes,0.7540881037712097
5,Yes,0.7611503005027771
6,Yes,0.7366730570793152
7,Yes,0.7540533542633057
8,Yes,0.7513750195503235
9,Yes,0.7885065078735352
10,Yes,0.7649503350257874
11,Yes,0.7730420231819153
12,Yes,0.7561466097831726
13,Yes,0.797028660774231
14,Yes,0.7669970393180847
15,Yes,0.7754499316215515
16,Yes,0.7514359951019287
17,Yes,0.792840838432312
18,Yes,0.7603188157081604
19,Yes,0.779828667640686
20,Yes,0.7552574276924133
21,Yes,0.7660569548606873
22,Yes,0.7521319389343262
23,Yes,0.7627243995666504
24,Yes,0.7527380585670471
25,Yes,0.7820377945899963
26,Yes,0.7560566663742065
27,Yes,0.7657853364944458
28,Yes,0.7492632269859314
29,Yes,0.7903488278388977
30,Yes,0.7545310258865356
31,Yes,0.7679816484451294
32,Yes,0.7422986626625061
33,Yes,0.7802000641822815
34,Yes,0.7473017573356628
35,Yes,0.7674130201339722
36,Yes,0.746089518070221
37,Yes,0.7467199563980103
38,Yes,0.738081157207489
39,Yes,0.7458611726760864
40,Yes,0.7541003227233887
41,Yes,0.7465810179710388
42,Yes,0.7319908738136292
43,Yes,0.7514379024505615
44,Yes,0.7371329069137573
45,Yes,0.7895990610122681
46,Yes,0.7738510370254517
47,Yes,0.777449905872345
48,Yes,0.7808012366294861
49,Yes,0.7966474294662476
50,Yes,0.780526340007782
51,Yes,0.7920046448707581
52,Yes,0.7792266607284546
53,Yes,0.7731934189796448
54,Yes,0.765641450881958
55,Yes,0.7687558531761169
56,Yes,0.768600344657898
57,Yes,0.7678518891334534
58,Yes,0.761956512928009
59,Yes,0.7709295153617859
60,Yes,0.7661736607551575
61,Yes,0.7679038047790527
62,Yes,0.7519657015800476
63,Yes,0.7650088667869568
64,Yes,0.7585710287094116
65,Yes,0.78764808177948
66,Yes,0.7746403813362122
67,Yes,0.7720878720283508
68,Yes,0.7814367413520813
69,Yes,0.7779850959777832
70,Yes,0.7571384310722351
71,Yes,0.7746775150299072
72,Yes,0.7613796591758728
73,Yes,0.7476159930229187
74,Yes,0.752949059009552
75,Yes,0.7554800510406494
76,Yes,0.7576438188552856
77,Yes,0.7715082764625549
78,Yes,0.7560990452766418
79,Yes,0.7662596106529236
80,Yes,0.7584799528121948
81,Yes,0.7459454536437988
82,Yes,0.7524586319923401
83,Yes,0.7501153349876404
84,Yes,0.7557879686355591
85,Yes,0.7633143067359924
86,Yes,0.7289407253265381
87,Yes,0.7523365616798401
88,Yes,0.7584556341171265
89,Yes,0.7741212844848633
90,Yes,0.7349450588226318
91,Yes,0.7628293633460999
92,Yes,0.7400889992713928
93,Yes,0.7122005224227905
94,Yes,0.6999514102935791
95,Yes,0.726042628288269
96,Yes,0.7134726047515869
97,Yes,0.7185026407241821
98,Yes,0.7106660008430481
99,Yes,0.7222769260406494
100,Yes,0.7169958353042603
101,Yes,0.7975205183029175
102,Yes,0.7518022060394287
103,Yes,0.7886253595352173
104,Yes,0.7775866985321045
105,Yes,0.7946869730949402
106,Yes,0.7642908692359924
107,Yes,0.7795090675354004
108,Yes,0.783833384513855
109,Yes,0.7888706922531128
110,Yes,0.7497455477714539
111,Yes,0.7754455208778381
112,Yes,0.7805618643760681
113,Yes,0.7967990636825562
114,Yes,0.7590587735176086
115,Yes,0.7888721227645874
116,Yes,0.7637542486190796
117,Yes,0.7774648070335388
118,Yes,0.7424094676971436
119,Yes,0.7617618441581726
120,Yes,0.7476477026939392
121,Yes,0.7743930816650391
122,Yes,0.7430503964424133
123,Yes,0.768054187297821
124,Yes,0.7491806745529175
125,Yes,0.7574081420898438
126,Yes,0.7390415668487549
127,Yes,0.7544437646865845
128,Yes,0.743756115436554
129,Yes,0.7909198999404907
130,Yes,0.7582846283912659
131,Yes,0.778140127658844
132,Yes,0.7562578320503235
133,Yes,0.8032546639442444
134,Yes,0.8104451298713684
135,Yes,0.7946184873580933
136,Yes,0.7942783236503601
137,Yes,0.8113511800765991
138,Yes,0.8226810693740845
139,Yes,0.7997286915779114
140,Yes,0.7976472973823547
141,Yes,0.7743359804153442
142,Yes,0.7627140879631042
143,Yes,0.7737221121788025
144,Yes,0.7708941698074341
145,Yes,0.7596585750579834
146,Yes,0.7301616072654724
147,Yes,0.7435137033462524
148,Yes,0.7608801126480103
149,Yes,0.7667380571365356
150,Yes,0.7448017597198486
151,Yes,0.7618112564086914
152,Yes,0.7472590804100037
153,Yes,0.7867767214775085
154,Yes,0.7495211362838745
155,Yes,0.7635263204574585
156,Yes,0.7382284998893738
157,Yes,0.7774224877357483
158,Yes,0.7354534268379211
159,Yes,0.7646191120147705
160,Yes,0.7402461171150208
