item,label,p_yes
1,No,0.4403389096260071
2,Yes,0.6581333875656128
3,Yes,0.6623615622520447
4,Yes,0.7234022617340088
5,No,0.1168803721666336
6,No,0.17121362686157227
7,No,0.14306923747062683
8,No,0.3017139732837677
9,No,0.07403673231601715
10,No,0.1194947138428688
11,No,0.06813269853591919
12,No,0.08556607365608215
13,No,0.09944086521863937
14,No,0.12920363247394562
15,No,0.08095303922891617
16,No,0.10597607493400574
17,No,0.10564166307449341
18,No,0.15958938002586365
19,No,0.12447457015514374
20,No,0.14908018708229065
21,No,0.1450289636850357
22,No,0.22174614667892456
23,No,0.1660241186618805
24,No,0.2124248594045639
25,Yes,0.6085700988769531
26,Yes,0.9104195833206177
27,Yes,0.6019973158836365
28,Yes,0.9141223430633545
29,No,0.07105065137147903
30,No,0.1615603119134903
31,No,0.09005840122699738
32,No,0.11016332358121872
33,No,0.13620096445083618
34,No,0.20232266187667847
35,No,0.2446277141571045
36,No,0.2476859837770462
37,No,0.18864941596984863
38,No,0.26552683115005493
39,No,0.2755400240421295
40,No,0.3559619188308716
41,No,0.07542495429515839
42,No,0.13108918070793152
43,No,0.11398451775312424
44,No,0.12314558029174805
45,No,0.17355230450630188
46,No,0.22044061124324799
47,No,0.17761442065238953
48,No,0.15521319210529327
49,No,0.14410486817359924
50,No,0.1504637748003006
51,No,0.21080462634563446
52,No,0.2518109381198883
53,No,0.1047411859035492
54,No,0.20742152631282806
55,No,0.21496255695819855
56,No,0.12568917870521545
57,No,0.16487252712249756
58,No,0.1936575472354889
59,No,0.23083187639713287
60,No,0.2271752506494522
61,No,0.2656446099281311
62,No,0.19973404705524445
63,No,0.42105504870414734
64,No,0.3214600682258606
65,No,0.20831863582134247
66,No,0.22164955735206604
67,No,0.270426481962204
68,No,0.17496289312839508
69,No,0.19403386116027832
70,No,0.20175395905971527
71,No,0.09836304187774658
72,No,0.11622140556573868
73,No,0.13933700323104858
74,No,0.1573316603899002
75,No,0.09804665297269821
76,No,0.12593373656272888
77,No,0.09306977689266205
78,No,0.14631524682044983
79,No,0.21356463432312012
80,No,0.16995416581630707
81,No,0.12488456815481186
82,No,0.20879524946212769
83,No,0.07277615368366241
84,No,0.14236298203468323
85,No,0.07256652414798737
86,No,0.1463005393743515
87,No,0.06759170442819595
88,No,0.09373636543750763
89,No,0.22733576595783234
90,No,0.29461589455604553
91,No,0.15101800858974457
92,No,0.18311141431331635
93,No,0.355453222990036
94,No,0.46832793951034546
95,Yes,0.697742760181427
96,Yes,0.586484968662262
97,No,0.1719381958246231
98,No,0.13496823608875275
99,No,0.11026456207036972
100,No,0.11841277033090591
101,No,0.20785625278949738
102,No,0.1646486222743988
103,No,0.16449487209320068
104,No,0.1887306123971939
105,No,0.10927481949329376
106,No,0.11556991934776306
107,No,0.11218351870775223
108,No,0.12014255672693253
109,No,0.14223477244377136
110,No,0.1753350794315338
111,No,0.12001968920230865
112,No,0.14879848062992096
113,No,0.11547255516052246
114,No,0.12811128795146942
115,No,0.07319051772356033
116,No,0.083042211830616
117,No,0.18241803348064423
118,No,0.169102743268013
119,No,0.1298813819885254
120,No,0.170256569981575
121,No,0.2215111404657364
122,No,0.18233872950077057
123,No,0.16014207899570465
124,No,0.1337745636701584
125,No,0.1429399847984314
126,No,0.23479066789150238
127,No,0.24083402752876282
128,No,0.24037288129329681
129,No,0.2931883633136749
130,No,0.26768937706947327
131,No,0.24424584209918976
132,No,0.3698189854621887
133,No,0.10421828180551529
134,No,0.16410669684410095
135,No,0.1764417588710785
136,No,0.17220361530780792
137,No,0.11659519374370575
138,No,0.15625934302806854
139,No,0.10656239837408066
140,No,0.14391304552555084
141,No,0.10873353481292725
142,No,0.14871129393577576
143,No,0.12787215411663055
144,No,0.13088993728160858
145,No,0.45194846391677856
146,No,0.23058277368545532
147,No,0.24688734114170074
148,No,0.21898014843463898
149,No,0.11659519374370575
150,No,0.15625934302806854
151,No,0.10656239837408066
152,No,0.14391304552555084
153,No,0.3789919316768646
154,No,0.25613075494766235
155,No,0.2455720752477646
156,No,0.3642147183418274
157,No,0.04550480097532272
158,No,0.05963195487856865
159,No,0.12868718802928925
160,No,0.1941111981868744
161,No,0.11540941894054413
162,No,0.14443424344062805
163,No,0.11128844320774078
164,No,0.12842030823230743
165,No,0.24747280776500702
166,No,0.18658243119716644
167,No,0.27440881729125977
168,No,0.29402217268943787
169,No,0.32553911209106445
170,Yes,0.5287237763404846
