item,layer,sim
1,0,0.046012554317712784
2,0,0.0891118273139
3,0,0.027785731479525566
4,0,0.05876941978931427
5,0,0.08400260657072067
6,0,0.08913231641054153
7,0,0.08475340157747269
8,0,0.03472864627838135
9,0,0.05449806898832321
10,0,0.053450100123882294
11,0,0.06195436045527458
12,0,0.055805504322052
13,0,0.06370503455400467
14,0,0.04746728762984276
15,0,0.025053298100829124
16,0,0.11157001554965973
17,0,0.0578765906393528
18,0,0.1228436604142189
19,0,0.027821805328130722
20,0,0.055049628019332886
21,0,0.06312093138694763
22,0,0.08517640829086304
23,0,0.0685657188296318
24,0,0.0844472274184227
25,0,0.029042601585388184
26,0,0.05813826993107796
27,0,0.03482336178421974
28,0,0.06711095571517944
29,0,0.18315532803535461
30,0,0.1395895779132843
31,0,0.11724986135959625
32,0,0.1304880827665329
33,0,0.07839153707027435
34,0,0.07544945180416107
35,0,0.029544387012720108
36,0,0.07493484765291214
37,0,0.038615837693214417
38,0,0.06782457232475281
39,0,0.07258501648902893
40,0,0.022012943401932716
41,0,0.052882175892591476
42,0,0.024545345455408096
43,0,0.049426622688770294
44,0,0.03020859695971012
45,0,0.03690643236041069
46,0,0.0736927017569542
47,0,0.11072239279747009
48,0,0.046449922025203705
49,0,0.0442546084523201
50,0,0.09568449854850769
51,0,0.1228412538766861
52,0,0.024136599153280258
53,0,0.44205647706985474
54,0,0.02024948038160801
55,0,0.04050928354263306
56,0,0.4712953567504883
57,0,0.07431244105100632
58,0,0.06666526943445206
59,0,0.014576243236660957
60,0,0.07063263654708862
61,0,0.05623173713684082
62,0,0.13338378071784973
63,0,0.11516103893518448
64,0,0.04996315389871597
65,0,0.018391063436865807
66,0,0.11481744796037674
67,0,0.08270788192749023
68,0,0.02304362691938877
69,0,0.11093556880950928
70,0,0.024167660623788834
71,0,0.05870446190237999
72,0,0.049753569066524506
73,0,0.11793572455644608
74,0,0.07009398937225342
75,0,0.018730025738477707
76,0,0.04437108710408211
77,0,0.0166461318731308
78,0,0.03780630603432655
79,0,0.22717754542827606
80,0,0.1249905526638031
81,0,0.018231438472867012
82,0,0.010394245386123657
83,0,0.05855221673846245
84,0,0.07887276262044907
85,0,0.07098586112260818
86,0,0.09842541813850403
87,0,0.011859484016895294
88,0,0.11801385879516602
89,0,0.04274946078658104
90,0,0.06927170604467392
91,0,0.04966394230723381
92,0,0.07844554632902145
93,0,0.059683091938495636
94,0,0.026119040325284004
95,0,0.059356216341257095
96,0,0.04779940843582153
97,0,0.05264513939619064
98,0,0.04531613364815712
99,0,0.07547663152217865
100,0,0.023564975708723068
101,0,0.045779913663864136
102,0,0.0342646986246109
103,0,0.07193288207054138
104,0,0.05983094498515129
105,0,0.05950746312737465
106,0,0.11245900392532349
107,0,0.07283908128738403
108,0,0.09927142411470413
109,0,0.054880108684301376
110,0,0.1386314183473587
111,0,0.0721530169248581
112,0,0.08078565448522568
113,0,0.05296606570482254
114,0,0.05304766073822975
115,0,0.02301914431154728
116,0,0.014734511263668537
117,0,0.12219730019569397
118,0,0.011766023933887482
119,0,0.061258748173713684
120,0,0.05359473079442978
121,0,0.08319507539272308
122,0,0.036680348217487335
123,0,0.04071292281150818
124,0,0.0774892270565033
125,0,0.04329273849725723
126,0,0.12810541689395905
127,0,0.031213179230690002
128,0,0.01607728935778141
129,0,0.055273085832595825
130,0,0.05031438544392586
131,0,0.07040435820817947
132,0,0.041742753237485886
133,0,0.06733323633670807
134,0,0.07870613038539886
135,0,0.05529274418950081
136,0,0.06739592552185059
137,0,0.053794875741004944
138,0,0.0481114462018013
139,0,0.08757847547531128
140,0,0.12267507612705231
141,0,0.07089017331600189
142,0,0.014740299433469772
143,0,0.006643352098762989
144,0,0.030671773478388786
145,0,0.07456657290458679
146,0,0.045731786638498306
147,0,0.001127780880779028
148,0,0.05004415288567543
149,0,0.07352665066719055
150,0,0.1422002613544464
151,0,0.010151051916182041
152,0,0.4358043670654297
153,0,0.031866684556007385
154,0,0.05708710849285126
155,0,0.07298479974269867
156,0,0.0659051239490509
157,0,0.10802511870861053
158,0,0.051033586263656616
159,0,0.053365353494882584
160,0,0.008990753442049026
161,0,0.007732360623776913
162,0,0.06394922733306885
163,0,0.03785472363233566
164,0,0.0313306525349617
165,0,0.03443789482116699
166,0,0.07458232343196869
167,0,0.012911364436149597
168,0,0.08739028126001358
169,0,0.11043697595596313
170,0,0.07379808276891708
171,0,0.08768422901630402
172,0,0.02715487964451313
173,0,0.03856341540813446
174,0,0.02308516763150692
175,0,0.06119847297668457
176,0,0.07864245772361755
177,0,0.05125156790018082
178,0,0.0377071313560009
179,0,0.017507590353488922
180,0,0.1071782112121582
181,0,0.08927886933088303
182,0,0.0267808735370636
183,0,0.03999112918972969
184,0,0.1401165872812271
185,0,0.08950076252222061
186,0,0.09652350097894669
187,0,0.11390331387519836
188,0,0.08711989223957062
189,0,0.019806256517767906
190,0,0.061096325516700745
191,0,0.05246245115995407
192,0,0.0660710260272026
193,0,0.07650680094957352
194,0,0.08043280243873596
195,0,0.05239814147353172
196,0,0.0503540076315403
197,0,0.0534241758286953
198,0,0.036313746124506
199,0,0.05984459072351456
200,0,0.10531748086214066
201,0,0.041432663798332214
202,0,0.0575559064745903
203,0,0.04233101010322571
204,0,0.040900565683841705
205,0,0.03400607407093048
206,0,0.0584905743598938
207,0,0.08848746120929718
208,0,0.04387448728084564
209,0,0.13401339948177338
210,0,0.03255152329802513
211,0,0.041702255606651306
212,0,0.15351241827011108
213,0,0.016339825466275215
214,0,0.049088750034570694
215,0,0.06327509135007858
216,0,0.0532076433300972
217,0,0.07325496524572372
218,0,0.06250889599323273
219,0,0.06362888216972351
220,0,0.07616281509399414
221,0,0.04237449914216995
222,0,0.014520513825118542
223,0,0.028092022985219955
224,0,0.07955478131771088
225,0,0.04713974893093109
226,0,0.0384407676756382
227,0,0.04780806973576546
228,0,0.053566671907901764
229,0,0.05068085342645645
230,0,0.07923950999975204
231,0,0.07302512973546982
232,0,0.054346270859241486
233,0,0.039701782166957855
234,0,0.04223014414310455
235,0,0.08257768303155899
236,0,0.09538015723228455
237,0,0.010867162607610226
238,0,0.035756971687078476
239,0,0.052714623510837555
240,0,0.049976762384176254
241,0,0.01743769645690918
242,0,0.02337859757244587
243,0,0.0209325160831213
244,0,0.05757300555706024
245,0,0.07943443953990936
246,0,0.053312890231609344
247,0,0.03597889095544815
248,0,0.16809265315532684
249,0,0.01409456878900528
250,0,-0.017453422769904137
251,0,0.09430363774299622
252,0,0.06992770731449127
253,0,0.07173745334148407
254,0,0.1203344538807869
255,0,0.07083909213542938
256,0,0.3851896822452545
257,0,0.02462107688188553
258,0,0.05280015990138054
259,0,0.08897912502288818
260,0,0.02557271718978882
261,0,0.07402487099170685
262,0,0.09329856932163239
263,0,0.10893531888723373
264,0,0.056849606335163116
265,0,0.09131290018558502
266,0,0.13734687864780426
267,0,0.03443530946969986
268,0,0.04965859279036522
269,0,0.09845022857189178
270,0,0.05763804540038109
271,0,0.05985734611749649
272,0,0.07876202464103699
273,0,0.04330505430698395
274,0,0.14389070868492126
275,0,0.011453839018940926
276,0,0.03532404825091362
277,0,0.007355102803558111
278,0,0.0587398000061512
279,0,0.01820126175880432
280,0,0.09514693170785904
281,0,0.03184604272246361
282,0,0.04608677700161934
283,0,0.12184356153011322
284,0,0.10213176161050797
285,0,0.03788840398192406
286,0,0.050144925713539124
287,0,0.02075396291911602
288,0,0.14613118767738342
289,0,0.06389280408620834
290,0,0.013848526403307915
291,0,0.03845448046922684
292,0,0.03870129585266113
293,0,0.04987739771604538
294,0,0.06748300790786743
295,0,0.06224716082215309
296,0,0.034865714609622955
297,0,0.06359545141458511
298,0,0.03889128565788269
299,0,0.07139170914888382
300,0,0.014101293869316578
301,0,0.0747118592262268
302,0,0.05944736674427986
303,0,0.023975633084774017
304,0,0.07378021627664566
305,0,0.0732772946357727
306,0,0.07125525921583176
307,0,0.03668426722288132
308,0,0.024238910526037216
309,0,0.04174518957734108
310,0,0.04106605798006058
311,0,0.029268452897667885
312,0,0.02989325299859047
313,0,0.060109369456768036
314,0,0.09897629171609879
315,0,0.044251687824726105
316,0,0.0615575835108757
317,0,0.06168346107006073
318,0,0.0647752583026886
319,0,0.02956555224955082
320,0,0.030919956043362617
321,0,0.11324749141931534
322,0,0.03337994962930679
323,0,0.052148595452308655
324,0,0.059087321162223816
325,0,0.05852903798222542
326,0,0.07324708253145218
327,0,0.054986391216516495
328,0,0.030268844217061996
329,0,0.05418797582387924
330,0,0.17492151260375977
331,0,0.02609412558376789
332,0,0.023737050592899323
333,0,0.07471127808094025
334,0,0.020705154165625572
335,0,0.012737797573208809
336,0,0.06585303694009781
337,0,0.07161425799131393
338,0,0.031555917114019394
339,0,0.04180415719747543
340,0,0.02958369068801403
341,0,0.0731244832277298
342,0,0.02696886658668518
343,0,0.029895475134253502
344,0,0.04185447469353676
345,0,0.09773080796003342
346,0,0.13447479903697968
347,0,0.028543982654809952
348,0,0.036729902029037476
349,0,0.09998416900634766
350,0,0.1107938289642334
351,0,0.0385202057659626
352,0,0.09840714931488037
353,0,0.0716453492641449
354,0,0.028199471533298492
355,0,0.032272566109895706
356,0,0.032450560480356216
357,0,0.057059600949287415
358,0,0.04005725309252739
359,0,0.05483521521091461
360,0,-0.00944725051522255
361,0,0.033613257110118866
362,0,0.11836573481559753
363,0,0.09822864830493927
364,0,0.1108887642621994
365,0,0.08345872163772583
366,0,0.08771359920501709
367,0,0.14682656526565552
368,0,0.02485371194779873
369,0,0.08886255323886871
370,0,0.037168990820646286
371,0,0.07748694717884064
372,0,0.05075875669717789
373,0,0.06804202497005463
374,0,0.09977681934833527
375,0,0.02820059284567833
376,0,0.020559731870889664
377,0,0.05637314170598984
378,0,0.08577144891023636
379,0,0.0693998858332634
380,0,0.06836741417646408
381,0,0.07350624352693558
382,0,0.10015654563903809
383,0,0.11874184012413025
384,0,0.09112745523452759
385,0,0.028095975518226624
386,0,0.032315172255039215
387,0,0.04944654554128647
388,0,0.015631716698408127
389,0,0.052171409130096436
390,0,0.06333760917186737
391,0,0.02816661074757576
392,0,0.041823115199804306
393,0,0.11726996302604675
394,0,0.03138360381126404
395,0,0.03533969819545746
396,0,0.033144451677799225
397,0,0.035611025989055634
398,0,0.127653568983078
399,0,0.07113087922334671
400,0,0.6686276793479919
401,0,0.15246327221393585
402,0,0.06674642860889435
403,0,0.028268054127693176
404,0,0.04698055237531662
405,0,0.07370088249444962
406,0,0.05551097169518471
407,0,0.08482403308153152
408,0,0.8104414343833923
409,0,0.051179807633161545
410,0,0.03153499960899353
411,0,0.011091607622802258
412,0,0.007172200828790665
413,0,0.05242876708507538
414,0,0.03882773965597153
415,0,0.059235453605651855
416,0,-0.002660926431417465
417,0,0.06700315326452255
418,0,0.028870102018117905
419,0,0.047957904636859894
420,0,0.03133266046643257
421,0,0.05009692907333374
422,0,0.04400389641523361
423,0,0.053436122834682465
424,0,0.04541938751935959
425,0,0.05939402058720589
426,0,0.11079441010951996
427,0,0.03642645850777626
428,0,0.0356142558157444
429,0,0.03437405452132225
430,0,0.09427444636821747
431,0,0.1373283565044403
432,0,0.008347402326762676
433,0,0.06995716691017151
434,0,0.05811578780412674
435,0,0.054125916212797165
436,0,0.09163045883178711
437,0,0.027121679857373238
438,0,0.05592440813779831
439,0,0.05582446604967117
440,0,0.07481244951486588
441,0,0.05496657267212868
442,0,0.03456982225179672
443,0,0.19789977371692657
444,0,0.0424116775393486
445,0,0.051919445395469666
446,0,0.05016537755727768
447,0,0.1051158681511879
448,0,0.1904791295528412
449,0,0.04688563942909241
450,0,0.030544070526957512
451,0,0.12063813954591751
452,0,0.08778923749923706
453,0,0.054161909967660904
454,0,0.07003486156463623
455,0,0.08338410407304764
456,0,0.027255184948444366
457,0,0.05991527810692787
458,0,0.03662443906068802
459,0,0.1313336193561554
460,0,0.02015013061463833
461,0,0.04934586584568024
462,0,0.05718601495027542
463,0,0.1388595551252365
464,0,0.08453625440597534
465,0,0.0803213119506836
466,0,0.03817927837371826
467,0,0.056303780525922775
468,0,0.08864232152700424
469,0,0.04470172896981239
470,0,0.10672701895236969
471,0,0.06294261664152145
472,0,0.045359622687101364
473,0,0.12483120709657669
474,0,0.049326516687870026
475,0,0.057074833661317825
476,0,0.14744852483272552
477,0,0.09418102353811264
478,0,0.10594936460256577
479,0,0.04937314987182617
480,0,0.05883380398154259
481,0,0.12907327711582184
482,0,0.055882539600133896
483,0,0.162666454911232
484,0,0.09677491337060928
485,0,0.09044955670833588
486,0,0.10819908231496811
487,0,0.06177407503128052
488,0,0.04345645755529404
489,0,0.031557366251945496
490,0,0.031746819615364075
491,0,0.08613945543766022
492,0,0.017790891230106354
493,0,0.01060423068702221
494,0,0.03863205015659332
495,0,0.03685113415122032
496,0,0.031908970326185226
497,0,0.06573715806007385
498,0,0.05079549178481102
499,0,0.04592078924179077
500,0,0.06236914545297623
501,0,0.029619615525007248
502,0,0.12347988784313202
503,0,0.05791517347097397
504,0,0.06802181899547577
505,0,0.0695311576128006
506,0,0.08685591071844101
507,0,0.16309091448783875
508,0,0.06994641572237015
509,0,0.05625198781490326
510,0,0.04505407065153122
511,0,0.0339689627289772
512,0,0.14842887222766876
513,0,0.03991738334298134
514,0,0.04003696143627167
515,0,0.04620414227247238
516,0,0.06827053427696228
517,0,0.024608220905065536
518,0,0.06502629816532135
519,0,0.019332733005285263
520,0,0.06673037260770798
521,0,0.04103017970919609
522,0,0.029343485832214355
523,0,0.04033174365758896
524,0,0.018940012902021408
525,0,0.02050795964896679
526,0,0.021580617874860764
527,0,0.03692345321178436
528,0,0.039576515555381775
